name,line
Con,now we wait for new season
giannakisftw,aw!!!!! our baby has its little pen now!!! ❤️
Kahlan,I will need to know time before i can confirm cos #bus
milkypaws,"hey guys, is it okay if we cancel tonight? :/ im feeling really tired <@​&552467108676501505>"
giannakisftw,"ixa 4 keys, isha pou to efkala stin tetarti prospathia xD"
Meldanen ( ͡° ͜ʖ ͡°),NO
Nodtriel,newb :P
Kahlan,So you have an otherwise fully built PC that's missing a GPU?
Mel0n,She annoys me a bit
Con,"yeah, with the filth in the streets <:eqeqeq:534427246488977418>"
Meldanen ( ͡° ͜ʖ ͡°),*is glen every going to finish anything
Almond™ of the day.,Y U NO GRAMMAR
giannakisftw,rip xD
giannakisftw,Can we sell u to increase our wealth stars? XD
Meldanen ( ͡° ͜ʖ ͡°),I remember I was so depressed that I couldn't actually do it when I woke up
giannakisftw,"1)   ( notes: pvp zones in rs, if u die u lost everything u had on u that momment.  * bank * its a term, when u have all your expensive belongings on you. most time refers to gear. for example. my fighing gear on my account is 90% of my wealth. if i lost it i have to start from scratch. )
i was playing runescape and i was in the pvp zone whith my * bank * and suddently a player came and 1 shot me. i panic and i went back to a bank to get any kind of backup equipment i had and run back to the pvp zone hopefully, i would manage to get my shit back.... apparently i got confused and i did not had my * bank * on me when i died, but some shitty equipment. 
that was a huge relief"
Mel0n,oh look it's nyree and sib in the pic
Almond™ of the day.,<:eqeqeq:534427246488977418>
milkypaws,😂 😂 😂 😂 😂
Almond™ of the day.,I have seen someone slip on banana peel as comically as cartoons.
Almond™ of the day.,"Seeing as the FLFL was my second lunch, yes, I am FLL after that FLFL."
giannakisftw,xD
Kahlan,👍
Almond™ of the day.,"Also, I envy how much you go on vacation"
Nodtriel,Gz Con! Finally the outside world
Nodtriel,np
Mel0n,yup
Con,That sounds very fun
Con,"we've had hundreds of non-pupper pets, though"
Kahlan,I envy how you can afford it.
Meldanen ( ͡° ͜ʖ ͡°),but i'll be back lator
Kahlan,not sponsors....
giannakisftw,"if u can pirate it , i am sure u will like it"
Con,$w
Mel0n,nu
Almond™ of the day.,Shit works miracles.
Con,yes
Almond™ of the day.,...
Almond™ of the day.,<:Conwow:544573576460894218>
giannakisftw,"@xdo go 🥥  it was 25 euros for babylon right?
@H Chof 🍈  posa sou xrosto gia ta souvlakia?"
Almond™ of the day.,SPEWED EVERYWHERE
Turok,*I want the voice bright yellow*
giannakisftw,Sounds lime a cat
Turok,Yes but
Mudamaid 70,"**Con**, 2 uses left."
Kahlan,ahahahahahaha
Meldanen ( ͡° ͜ʖ ͡°),-play maniac michael sembello
Con,i dun did it
Meldanen ( ͡° ͜ʖ ͡°),Forever
Kahlan,https://www.boredpanda.com/medieval-castle-airbnb-spain/?utm_source=facebook&utm_medium=social&utm_campaign=BPFacebook&fbclid=IwAR1EK-oHU9kKdgkK-BfMX4uq6bsjdK6KsX0o99rHgDq_xOvDfSxlWalye1w
Kahlan,that link tho
Meldanen ( ͡° ͜ʖ ͡°),floppy dick
Meldanen ( ͡° ͜ʖ ͡°),Wow
Con,"i actually did well when i played, the others were really noob"
Kahlan,do you still not have your graphics card?
giannakisftw,"rofl.... i log off from wow, was about to dive into the sheets"
giannakisftw,u could mae a typo in 1 word
Nodtriel,I was tired :P
milkypaws,i need to speak with them
giannakisftw,kame esi to dissertation mou je na dokimaso ego me melee xD
giannakisftw,"now we need a react of this, and the weebling shall be complete"
Con,but how long would it take to kill us all?
Mel0n,existing stresses me out
giannakisftw,i dont know 😛
Kahlan,https://www.artstation.com/artwork/v16VkY?fbclid=IwAR3ox8E8KNPtiovm3lHlxxn8fx84d_798ith0i-iNNOOjOkm0djDE36yVIY
Nodtriel,Yeah looks like it
giannakisftw,> where's the fish
Almond™ of the day.,Fuckin' furries.
Mel0n,"""marble"""
Almond™ of the day.,Some food delivery stuff too
Mel0n,"no, the deduction was further on when you said oh it's them"
Mel0n,☮️
Con,your soulmate dumped you for a sentient dick <:eqeqeq:534427246488977418>
giannakisftw,what do u mean why are idnidans?
Con,might give it a try sometime. the actor wasn't a bad superman
Con,"i like how everyone agrees that one piece is extremely slow paced, even the die hard fans of one piece"
Kahlan,WHY SO TRIGGERED OVER NARGILE
Mel0n,Like a giant limbouros with big transparent wings
giannakisftw,THEY SAID THIS WHEN THEY WERE EXPLAINING HER W!!!!!
Meldanen ( ͡° ͜ʖ ͡°),-skip
milkypaws,and theres one more table that can be used for tutorials
Kahlan,"> I trigger people :<
@Lady Sibling of Cheesehampton 🧀  you're seen as caring compared to how much i antagonize ppl <:eqeqeq:534427246488977418>"
Con,@BUTT🥝🕷🕷🕷🕷🕷 show them your pics <:eqeqeq:534427246488977418>
Mel0n,and she's staring at me
Kahlan,might actually end up in the hospital
Con,vinnie is brave
Nodtriel,artwork by @Slot 🍓
HITM0N,xD
Con,yes
milkypaws,not sure if anyone else remembers
giannakisftw,"just picture this: w deals dmg equal of their total health. imagine being next to a full hp  tank, dealing huge chunks of dmg, and spell vamp it 😛"
Mel0n,to babylon right?
Kahlan,https://tenor.com/view/let-the-challenge-begin-zuri-black-panther-forest-whitaker-challenge-accepted-gif-13019661
Con,"""I thought you'd never ask, so I never thought about it""
gg, cortana"
Almond™ of the day.,https://tenor.com/view/elon-musk-what-face-elon-musk-confused-gif-13895951
Con,"the hollow earth theory has been around for ages, first time i hear the elon musk one though"
Con,bad kiri
Mel0n,Quack
Almond™ of the day.,<:eqeqeq:534427246488977418> <:luv:589353176692555800>
Mel0n,wao
Con,pooj!
Con,$w
Con,Saw it. It actually looks interesting
Kahlan,Yes 🤣
Nodtriel,"WELLCOME 
PHRACE
FABULUS
THUMPS 
DIFICULTY
PHRACE"
Almond™ of the day.,"Run cycles, both human and animal."
Con,<:luv:589353176692555800>
Mel0n,omg
Con,https://www.youtube.com/watch?v=yV2kQEHG0fM
Kahlan,whole point is to take it and start harassing you without letting on who she is
giannakisftw,it was sudden
giannakisftw,how else would ube heavier?
Con,hecc
Mel0n,it was literally created for spamming with bots
Mel0n,it's fake glen
Turok,https://twitter.com/i/status/1235627900616966145
milkypaws,i have a key for the supporter edition (that has additional concept art and some in-game special dice skins) on GOG
Mel0n,cause kiri isn't a chonker herself
Con,"> but I kept losing it
@xdo go 🥥 you mean a nightmare"
Mel0n,use this to your heart's content
Mel0n,color = MintGreen
Con,xalara
Almond™ of the day.,What about Coco Mini?
Con,bacon and spam
Kahlan,"that's odd, all horse models are the  same"
Mel0n,-play patience take that
Nodtriel,Feeding Adobe
Nodtriel,"Surname is correct, the name is not"
Almond™ of the day.,Was almost as bad as the time I had Cooties.
giannakisftw,if it stacks up idividually its gonna be even more
Almond™ of the day.,Why is the church churching?
Con,people who bought ps5 photo instead of console <:eqeqeq:534427246488977418>
Kahlan,I honestly wouldn't mind
Mel0n,the villa how much was that
giannakisftw,https://www.youtube.com/watch?v=dlXNhZL71Z0
Nodtriel,https://tenor.com/view/plot-anime-bewbs-gif-4759850
giannakisftw,never hear dit before lol....
Con,"what the hecc, crown tundra is out? i thought it would be november"
Con,the glen stuff xD
Con,"i know, it's still good game"
giannakisftw,@Joph 🍋
Meldanen ( ͡° ͜ʖ ͡°),you are at 23 + 40 interest so far
Mel0n,i replaced my cpu cooler with the same one you have
giannakisftw,why the girl specificly? does that mean its ok to eat the rest?
Meldanen ( ͡° ͜ʖ ͡°),Kill me daddy
Mel0n,yall this mouse is a little too big for my handsies
Kahlan,Geralt Grandpa
Kahlan,"I like fridays, it's always been good"
Kahlan,chase and maim cats
Con,https://youtu.be/saM8Rn0ahFA
Mel0n,it's just your usual video call quality
Almond™ of the day.,This is why I wear heels all the time.
Mel0n,oh hey i know someone who fits this
Kahlan,<:eqeqeq:534427246488977418> 😂
Mel0n,please select one
Nodtriel,I thought he was in the mountains with his grandmother?
Mel0n,maybe use voice chat for this since we don't do a lot of groovy anyway
giannakisftw,i see.... 🤔
Con,i had to look at it again to notice
giannakisftw,can we stop fighting in front of the baby pls!??!?!?
Meldanen ( ͡° ͜ʖ ͡°),I think you said 23 re giannaki
giannakisftw,:3
Meldanen ( ͡° ͜ʖ ͡°),🌳
Almond™ of the day.,"Also, I literally have jelly I the fridge :3 nam nam"
Almond™ of the day.,More arguing pls
Con,haha
Meldanen ( ͡° ͜ʖ ͡°),Tread lightly
Almond™ of the day.,They're way too high
giannakisftw,way more imo. yesterday i had ac all day on. periodically i would turn it off for max of 5m cause it would get to hot oth erwise. today didnt even bvother turning the ac on after ~5-6 pm
Mel0n,yes
Mel0n,uwu
Almond™ of the day.,The scars will never fade.
Con,it's a sad cat paleontologic creature
giannakisftw,u can go with crystal
giannakisftw,https://youtu.be/QGxCt_D_Ks0?t=537
Meldanen ( ͡° ͜ʖ ͡°),<:eqeqeq:534427246488977418>
Mel0n,i love em
Mel0n,windows movie maker :p
Kahlan,Helen's dream come true.
Kahlan,only rice
giannakisftw,<:uwu:534426569423323147>
Meldanen ( ͡° ͜ʖ ͡°),Well it's a card game. I've only played it once and it was a lot of fun
Kahlan,i like this style
Con,i don't think i've seen you wearing non-dark before
Nodtriel,doesn't look that bad
Almond™ of the day.,Such a red snoot
giannakisftw,they are still like 1000 euros or what ever
Con,@Joph 🍋 <:eqeqeq:534427246488977418>
Mel0n,-play lets get loud jennifer lopze
giannakisftw,AAAAAAAAAAAhhahahaahahahaha!!!! then i said *move over yasuo the tilt queen is here!!!!! AAAAAAHahahahaahahah
giannakisftw,canon*
Con,It should be made into ai movie like spaceship day
Mel0n,yes
Nodtriel,yes
giannakisftw,that gave me a nice laugh 😛
Mel0n,reminder that kiri is supposed to be 4kg
Con,<:eqeqeq:534427246488977418>
Mel0n,this convo again
Con,the hippy guy on the left <:eqeqeq:534427246488977418>
giannakisftw,give mustachio an eggplant for my behalf! keep up the good job with that slick as fuck  mustache mustachio
Mel0n,joseph is a willie wagtail
giannakisftw,lol
Mel0n,https://tenor.com/view/dick-ride-dick-riding-riding-dick-limp-gif-16983645
Nodtriel,Haven't had one yet
Nodtriel,nice
giannakisftw,and gave up midway of s1
Almond™ of the day.,<:hue:559379418028441617>
Almond™ of the day.,"If Con ever throws a party, 50% of his guests will be birbs."
Almond™ of the day.,https://c.tenor.com/rXxQXRXB0pkAAAAE/elmo-fire.gif
Meldanen ( ͡° ͜ʖ ͡°),Old isn't the reason to not play it
Almond™ of the day.,https://youtu.be/p7LDk4D3Q3U
Almond™ of the day.,I'll tell him you said that!
Turok,https://twitter.com/iammarcpi/status/1348172923123585024?s=19
Con,"Plus, birbs party much better than people"
Almond™ of the day.,...
Kahlan,i think that was the most dehydrated i got
Nodtriel,This is fitting
milkypaws,"other than planning the wedding, now we are also designing our house, and I don't remember the last time I've had this much homework. my brain is scattered in so many little bits, I find it hard to concentrate on what I'm doing. I have 13 long exercises to complete for Unit 3 (I submitted/passed Unit 1 & 2!) and i'm constantly shifting thoughts from wedding  stuff/ flooring / assessment planning / kitchen layout / benchmark criteria / interior aesthetic / learning outcomes, to ""shit I got to do our laundry""."
Con,https://www.youtube.com/watch?v=Y4Z7Ds_yv8o
Mel0n,him
Meldanen ( ͡° ͜ʖ ͡°),99049763
Turok,I quit playing league now.
Mel0n,what material is this?
Mel0n,<:SOS:610036329106898974>
Meldanen ( ͡° ͜ʖ ͡°),-play four little diamonds
Nodtriel,Fun fact: It would take you about 8 minutes after the sun has exploded to know that the sun exploded
giannakisftw,rofl!
Turok,MAROULLA
milkypaws,was thinking about it too but ended up getting some older games I was sure about and really wanted to add to my collection. it does look pretty cool though!
Con,And also swain's ult
Nodtriel,-skip
Kahlan,"You also need chav customers who can't math and call up raging where their refund is and you need to explain to them like they are 5 that they haven't paid so how can there be a refund, all the while trying to sound like it's an honest mistake that they didn't understand not paying = no refunds"
giannakisftw,gonna spread my muscles boi!!!!
Nodtriel,https://www.youtube.com/watch?v=YE-Oa7mAyDU
Mel0n,https://www.facebook.com/CatPawsCyprus/posts/3281570548549930
milkypaws,i mean look
Meldanen ( ͡° ͜ʖ ͡°),Or your face
Almond™ of the day.,I think Nyree is a Cassowary >:D
Almond™ of the day.,Embarnett.
Mel0n,wait that's not how you walk?
Mel0n,they cute
giannakisftw,i know 😛
Meldanen ( ͡° ͜ʖ ͡°),"glen, master marksman"
Kahlan,"in the trader role of RDO you hunt, your NPC camp buddy turns it to ""goods"" and you sell it"
giannakisftw,flexing - u never heard this term before?
Nodtriel,i knew it
Mel0n,https://www.bokksu.com/
Almond™ of the day.,"If they try to take my snacccs, I will take their lives."
Almond™ of the day.,Your manager should collaborate with Gleb's manager.
Mel0n,Happy birthday @Rin !
Kahlan,how about we just agree to meet there
Meldanen ( ͡° ͜ʖ ͡°),-stop
Mel0n,I use light theme
Con,if kirios primetel could
giannakisftw,i give it 3/10
giannakisftw,https://www.youtube.com/watch?v=DNwDWXTDukY
Mel0n,ahem
Con,"i read ""bullied"""
Nodtriel,Sometimes the parts come with the tools
Mel0n,[you're not missing out]
Nodtriel,"Anime-wise if you haven't watched it you will enjoy Kimetsu No Yaiba
https://9anime.ru/watch/kimetsu-no-yaiba.6q67/27mwoq"
Nodtriel,I will have you know I sent this while on the toilet
Con,why doesn't it work 😩
Nodtriel,yeah
giannakisftw,( still ate and enjoyed the piece :3 )
Mel0n,<:sadness:534426569406545921>
Almond™ of the day.,Enjoy
Almond™ of the day.,This person should go look at London pigeons.
Con,apparently not <:eqeqeq:534427246488977418>
Mel0n,tututtuututu
Almond™ of the day.,Online work meetings when you have shiternet are just 💋 👌🏽
Mel0n,it's expensive
Con,im also gonna eat there
Con,pizza time
giannakisftw,o con lali m me tropo na fio nomizo
Con,our moldy carrot also eats anything
Mel0n,cute
Mel0n,lol
Con,many kotoulles
Con,guessing it's rice xD
Almond™ of the day.,https://www.instagram.com/p/CGol7Xyh30M/
Con,it's very good
giannakisftw,lol
giannakisftw,me?
Almond™ of the day.,https://tenor.com/view/back-hurts-back-pain-stretching-out-old-bones-rough-day-gif-18024359
giannakisftw,its a series *
Mel0n,Not sure what bug that is
giannakisftw,poor epic... 😦
Kahlan,"and no, it has nothing to do with feminism"
Con,"You have to go get it. It says ""uninstall wow"". It's important quest."
Nodtriel,I hate it when that happens
Nodtriel,You must set out to find and destroy your doublegangers
Con,I can't wait for AVFNGFPS 5
Mel0n,jesus what are these terrible brides
Mel0n,they probably  have gochujang
Con,"according to my dream, we first burn to death"
Con,oh
giannakisftw,https://tenor.com/view/horse-run-two-legs-gif-5976380
milkypaws,https://www.youtube.com/watch?v=j5Dz34O0xlY
giannakisftw,is this how the whole season gonna be?
Almond™ of the day.,Don't have any white fish.
giannakisftw,"*w8 i am a dragon born*
imagine being 30 y old and u dont know u are a fucking reptile-oid"
incognito,giati en pianneis ptyxio periptera na doulepsis neuroxeirourgos kalo?
Nodtriel,Ubisoft version
giannakisftw,like a week ago
Mel0n,<:uwu:534426569423323147>
Mel0n,i just finished ep7
Almond™ of the day.,"Ah yes, Snot did that"
Mel0n,ripperino
giannakisftw,saw some aswell. i love it when players are doing such terrible dicisions to the point ross goes like: bruh!?!?! what! are u... DOING!?!?!?!!?
Mel0n,play mambo paparizou lyrics
Mel0n,:/
giannakisftw,( any chances i can trade that for my final star? :3 )
Kahlan,"until 2:38, that's all you need to see xD"
giannakisftw,"honestly, feels like a person with a *picture-memory* or what ever its called, will win 100% of hte time"
Almond™ of the day.,"Actually I get called Helen a lot, because I'm British, so they translate it."
Meldanen ( ͡° ͜ʖ ͡°),-play pampol pi
Turok,https://twitter.com/i/status/1223958419578769410
Mel0n,thanks
Kahlan,"bonus as she's going ""mlem"" there"
Meldanen ( ͡° ͜ʖ ͡°),which part are you starting with?
Mel0n,-play take that shine
Almond™ of the day.,<:uwu:534426569423323147> 🧀
giannakisftw,@Slot 🍓  in case u missed this in fb :Phttps://www.gif-vif.com/Back-you-go/?fbrefresh=23&fbclid=IwAR1VLMWf0KgSrdNLVW07o7NjGxyhyETjXE4VyQEQcbnfhS-88uvePCeeApE
giannakisftw,"well not dinner nessesarily. just go and eat somewhere, when ever we want"
Almond™ of the day.,I mean
Con,"But knowing my luck, I probably won't be able to join at all"
Con,noooooooo
Con,y0s
Turok,You only need the bank sub to just transfer them to home.
Mel0n,I saw ginko
Nodtriel,Nope
giannakisftw,tribute to my little veteran ❤
Kahlan,<:eqeqeq:534427246488977418>
Mel0n,amaxon
Almond™ of the day.,Go for it!
Con,saw it <:eqeqeq:534427246488977418>
Mel0n,lol
Almond™ of the day.,And people go mad over the time ones we get here 🥲
Kahlan,There is always some sense to the chaos
Mel0n,it's not fatty at all and it tastes like blood
Almond™ of the day.,That has been me
Con,Halp I saw this and I can't stop laughing
Con,sun
milkypaws,Please post about it :p
Almond™ of the day.,Do you actually have a cute Gleb?
Turok,why did you put this on double speed
giannakisftw,no noe wille ver draw a better horse than the ones i did 2-3 months ago
Turok,Walked a total of 60 steps
Mel0n,XD
Kahlan,I was gone 5 mins and missed all the action
giannakisftw,invm invm
Meldanen ( ͡° ͜ʖ ͡°),mobas are also garbo
Con,"no, you choose what class your character will be"
Kahlan,He played us all along!!!!
Kahlan,https://tenor.com/view/chicken-fbi-skeptic-chicken-funny-gif-14153035
Nodtriel,I had a similar dream a few nights ago about Melody and Jackie
Mel0n,nah
Almond™ of the day.,They were like you have 5-7 days at most.
Almond™ of the day.,https://tenor.com/view/puipui%E5%A4%A9%E7%AB%BA%E9%BC%A0%E8%BB%8A%E8%BB%8A-puipui%E3%83%A2%E3%83%AB%E3%82%AB%E3%83%BC-%E8%BB%8A%E8%BB%8A-pui-pui-molcar-dance-gif-20591467
Almond™ of the day.,They're no weirder looking than your cat Reginald.
Mel0n,yes
Kahlan,"she found the fabric herself, thought of the design and just took it to her friend"
Nodtriel,All they need to do is copy the ID
Almond™ of the day.,Hilarious.
giannakisftw,hey!!! leave baby reginald out of this ok!?!?!/
Meldanen ( ͡° ͜ʖ ͡°),swans are terrifying
Mel0n,are you feeling FLL after that FLFL?
Kahlan,hue
giannakisftw,and racism 😮
Kahlan,"'""i can't place a new order, can you tell me why""
""Sure, let me take a look"""
Kahlan,Apparently its arse looks like a boulder
Mel0n,"and i could go to japan with a boat and stay in a capsule hotel, but i didn't so my holiday was not low budget"
Turok,@G Xoxo🌷:)
Mel0n,@Crystal 🍙 ivra sou nifiko manamou
Con,i've seen this before <:eqeqeq:534427246488977418>
Mel0n,fuuuuuuu
Meldanen ( ͡° ͜ʖ ͡°),-play gimme! gimme! gimme!
Meldanen ( ͡° ͜ʖ ͡°),ng
Mel0n,oke thx
Con,super smol <:luv:589353176692555800>
Almond™ of the day.,Poor baby.
Mel0n,so neutral colours
Almond™ of the day.,erupted?
Con,zarude sandstorm
giannakisftw,parasketamol
Almond™ of the day.,I made a Nintendo account
giannakisftw,"not gonna lie. kaiserneko's struggle to talk , especial at the end, it gave me a tear 😦"
Almond™ of the day.,Still a trip!
giannakisftw,En ethkiavases ti egrapsa? : P
Almond™ of the day.,I wasn't born in Larnaca.
Con,"I had a dream that i was hanging out with my brother somewhere and it was night and at some point my brother said that we should go ""there"" and pointed at Venus shining near the moon. With a flashlight that somehow was showing and pointing at the Venus. I told him that's Mercury and it's too close to the sun and as we were talking i was looking at the moon and suddenly the sun exploded. It was exactly where the moon was and everyone was panicking and I had an immense headache. So the natural thing to do was to try to take a photo of it but the phone was also exploding and the atmosphere was getting intense and then i woke up."
giannakisftw,sad what this community can do to u.... 0.o
Almond™ of the day.,is the other still BB8?
Mel0n,Gn
Kahlan,why is her face glowing
Con,yeah
Meldanen ( ͡° ͜ʖ ͡°),"No idea / No idea / He shouldn't be allowed but I ""like"" seeing his posts so I haven't reported him ^^"
Meldanen ( ͡° ͜ʖ ͡°),glen's pengion
Con,https://klipland.com/video/vegan-activists-separate-hens-from-roosters-so-the-hens-arent-raped?fbclid=IwAR0Qa78hqY15lgvPiCRH_0dkI4070TF3uerFqqClGQIeIhDNgLvgenSfmm0
Kahlan,you fail as a creep sib
giannakisftw,<:uwu:534426569423323147>
Con,i think i've seen this one
giannakisftw,Your face is youtube
Mel0n,https://drive.google.com/file/d/130ooPVAOBU-GCNYFyHZNAIJCcxIc2hua/view?fbclid=IwAR11o24-hpeBMOeqWxlyCFYXrTurMfBxJHB82hnTb93yV6W5o-rQ7cHQySo @Slot 🍓
giannakisftw,thats....
Mel0n,well it may have survived
Turok,https://twitter.com/USofJR/status/1364654550993432576
giannakisftw,forgot her nae
Almond™ of the day.,It's perfection.
Con,metrosexual geralt <:eqeqeq:534427246488977418>
Mel0n,and you can align the tiles so it looks like wood planks
Mel0n,<:mlem:539541617556717569>
Con,Especially when I won't have full control of my arm xD
Almond™ of the day.,How can something so expensive look so cheap.
Kahlan,they stopped almost immediately after I got a stable job
Almond™ of the day.,Still a vacation
Nodtriel,Thought of it too when I first saw the email
Con,season 1 is not even the tip of the iceberg of the story
giannakisftw,"we said i should daily keep checking  the gpu stock rihgt? what are the models i care about?
rtx 3080/3070 and rtx 2080 super / 2070 super?"
Con,what did you use to make those?
Con,https://tenor.com/view/glitch-cat-gif-10911361
Meldanen ( ͡° ͜ʖ ͡°),SEND HELP
Nodtriel,"@xdo go 🥥 no no, he means model and the rest of the details"
Mel0n,Technically cattle are only cows
incognito,https://tenor.com/view/homelo-homer-crazy-jester-simpsons-gif-16118768
Con,yas
Nodtriel,https://tenor.com/view/bitch-im-a-cow-doja-cat-gif-12340155
Kahlan,https://www.facebook.com/kevin.gemin/posts/10223612452087252
Mel0n,👀
giannakisftw,Oh supreme lord el bonko pls show me mercy
Con,corones
milkypaws,so good
Kahlan,Falling teeth is a very common dream.
milkypaws,Same!
Mel0n,itchhy
Mel0n,download davinci resolve
Con,"Yeah, switch is not very comfortable to play"
Meldanen ( ͡° ͜ʖ ͡°),Woah
Kahlan,"They had sent most agents home by now, just the management team was usually there with a few agents"
Mel0n,lets go to mcdonalds
Kahlan,"Gonna have to agreewith Helen here, new SW is a hot steaming arse on a burning stick"
Nodtriel,yeah really looking forward to it
Mel0n,<:uwu:534426569423323147>
Meldanen ( ͡° ͜ʖ ͡°),nuuuu
Meldanen ( ͡° ͜ʖ ͡°),Reginald is the only real choice
Almond™ of the day.,nice.
giannakisftw,wowkoperfild@hotmail.com OR koperfildwow@hotmail.com
Con,https://www.facebook.com/ingrid.graziellaamad/videos/906837569687830/
Turok,I quite like this tbh
giannakisftw,sibl and nyree ^
Kahlan,well dinner time ranges from 6-9 in this chat so you need to be more specific xD
Almond™ of the day.,The geese will be coming for you now.
Con,why wololo?
Con,<:nein:534430066877136899>
Meldanen ( ͡° ͜ʖ ͡°),Probably
milkypaws,but we are not doing any more of those any time soon
Mel0n,@Bepis
Mel0n,uuu i keep missing the middle click cause i can't reach it
Kahlan,https://tenor.com/view/escalated-quickly-anchorman-gif-5112090
Turok,I would have believed you
Almond™ of the day.,*You* look itchy!
Meldanen ( ͡° ͜ʖ ͡°),For how long do I own you?
Mel0n,i thought steam gave a confirmation before
Kahlan,typical cypriot style
Kahlan,Logic
Almond™ of the day.,https://tenor.com/view/laugh-good-gif-5104045
Mel0n,lets play it together jo :p
Almond™ of the day.,"Yeah, but you went ahead and spoiled it for everyone else."
giannakisftw,from all the cancerous app games. that * episodes * game is by far the worst
Nodtriel,I'm on the Darth Malgus server
Almond™ of the day.,"Ah, I see you have found the great side of the internet."
Mel0n,very true
Almond™ of the day.,<:lipbalm:534433099782553611>
milkypaws,yes whipped cream skirt and see-through tacky corset
Con,kiri is insectrist
Con,sure 😢
Kahlan,<:aaaaaaaaaaaaa:551753069189267457>
Meldanen ( ͡° ͜ʖ ͡°),if you think that boss is hard as a mage you should try it with a melee class ^^
Nodtriel,Black Desert
Almond™ of the day.,🍆
Con,"the alpha raptor got murdered by the crab guy, right?"
Nodtriel,"The assholes who sit right at the exit of the Rapid Test, wtf is wrong with you? Keep the damn path clear"
giannakisftw,wanna bepis fro a while?
Con,i'll join after this episode
Almond™ of the day.,"Yeah, you nail it"
Con,apparently there are some good animations coming up this year
Meldanen ( ͡° ͜ʖ ͡°),-play i wanna dance with somebody
Con,https://www.facebook.com/ksyrq/videos/2731506753540748/UzpfSTEwMDAwMDE4NzY3MDgyMDozMjY1ODc1OTkwMTUwNzg5/
Meldanen ( ͡° ͜ʖ ͡°),😢
giannakisftw,woahy are we woah-ing?
giannakisftw,"and  in fact, latetly rumors have it that the pvp in osrs is dying"
Con,"corona is the only beer i don't dislike. from the ones i tried, at least"
Meldanen ( ͡° ͜ʖ ͡°),forgot I took it down for a bit
Con,<:eqeqeq:534427246488977418> 🇬🇷
giannakisftw,Its from a video game.
Mel0n,https://www.youtube.com/watch?v=72VXMjO14oc
Meldanen ( ͡° ͜ʖ ͡°),;;omegabonk
Almond™ of the day.,"Well, you *could*"
giannakisftw,https://giphy.com/gifs/reaction-mood-n8DErzry3AIpYTiXUB
Kahlan,"seen that, it's great xD"
Almond™ of the day.,Can't replay?
Mel0n,i'm a cockatoo
Meldanen ( ͡° ͜ʖ ͡°),-song
Mel0n,jo went to another place and was waiting for a while
Almond™ of the day.,the
Con,yeah
Mel0n,i asked him a question and ignored me
Almond™ of the day.,"Ah, yes. Perfect for my life savings. <:luv:589353176692555800> 

https://9gag.com/gag/ap50b0p?ref=fsidebar"
Mel0n,i believe i've had venison when i went to hungary but i was a kiddo
Mel0n,<:wisenakis:567381264638672931>
Kahlan,jojo rabbit?
giannakisftw,i mean... its a fact... xD
Mel0n,they're much more fun and playful than blizzard
Kahlan,got a new horse
Con,"It's much easier to break than regular at-at, you just remove a couple of plates from the legs <:eqeqeq:534427246488977418>"
Mel0n,it's not hard to get what he was asking
Nodtriel,lol lucky and unlucky direction
Mel0n,is naise jo
Almond™ of the day.,True.
Mel0n,never watched the animal ones
Con,lotr online
Almond™ of the day.,Who is AnHero and why do they no grammar
Meldanen ( ͡° ͜ʖ ͡°),¯\_(ツ)_/¯
Con,quickpay worked
Con,@Lady Sibling of Cheesehampton 🧀
Turok,Pokemon have Azerite
Nodtriel,Who didn't flush the toilet after they took a SHIET!?!
Almond™ of the day.,He is just asking for general job-finding tips.
Kahlan,Oooookaaaay
Con,OOOOU
Mel0n,And I know parasite will be a masterpiece
Mel0n,I find it overpriced
giannakisftw,glorfied rng fest :/
Almond™ of the day.,LOL
Kahlan,@G Xoxo🌷:)
Con,koosps
Meldanen ( ͡° ͜ʖ ͡°),I think if the street is not busy it's okay
Con,<:Conwow:544573576460894218>
Nodtriel,Wrong game :P
giannakisftw,we are getting married now
Con,hahaha
Mel0n,https://rtd.mcw.gov.cy/
giannakisftw,"but thats the problem, in valheim, u cant swim underwater. u only float above.  i had to build the high staircase, to give me enough force to go deeper while i jump off xD"
Nodtriel,Thanks
Meldanen ( ͡° ͜ʖ ͡°),I also have a recurring nightmare of a zombie apocalypse
Con,y0s!
Nodtriel,"try closing it then going to task manager and making sure nothing else is open there, if it is end that task"
Con,Willem Dafoe as Alucard <:eqeqeq:534427246488977418>
giannakisftw,if i fap to this u will not bonk me right?
Almond™ of the day.,"> Yes Con, the one where that dude said he has to sleep with one girl each day otherwise he has to resort to rape
@Crystal 🍙 the fuck"
Con,"i guess it was too fast-paced for you, compared to one piece <:eqeqeq:534427246488977418>"
Nodtriel,Burn the witch!
milkypaws,they were filming on sundays
Mel0n,FAERIS
Mel0n,i will use it until i get another
Turok,https://twitter.com/TheFunny_mp4/status/1364608663038607361?s=19
Mel0n,Yeah my half day yesterday was the first in a long time
El Bonko,How does that make you feel?
Almond™ of the day.,d
Kahlan,<:bonk:755409585841504358>
Kahlan,it's cos animals are like kids
Con,ikr
Con,ah
giannakisftw,dont call his hand fat!
Kahlan,@Slot 🍓  text u as well. We have arrived.
Almond™ of the day.,So true.
Con,glen his number is actually 99cocojumbo
Almond™ of the day.,...
